iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
1000,231,140,81,10,705.969,37.135589923953006,600,819,"(np.float64(634.0), np.float64(780.0))",243.351,3.4802009999423884,234,258,"(np.float64(237.0), np.float64(251.0))",462.618,37.147033205896804,349,578,"(np.float64(391.975), np.float64(536.0))",231.0,0.0,231,231,100.0,0.0,0.5801923076923077,45.255
