iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
1000,231,140,81,10,607.042,35.38412406715758,508,734,"(np.float64(541.0), np.float64(675.025))",238.39,2.7257842908051257,231,248,"(np.float64(233.975), np.float64(244.0))",368.652,35.23017025221423,270,498,"(np.float64(300.975), np.float64(437.0))",231.0,0.0,231,231,100.0,0.0,0.5581025641025641,43.532
