iteration,hour,time_str,total_occupied,utilization_percent,mc_occupied,car_occupied,truck_occupied,mc_utilization,car_utilization,truck_utilization,is_full
19,11.333333333333334,11:20,219,94.8051948051948,140,69,10,100.0,85.18518518518519,100.0,True
19,11.5,11:30,220,95.23809523809523,140,70,10,100.0,86.41975308641975,100.0,True
19,11.666666666666666,11:39,220,95.23809523809523,140,70,10,100.0,86.41975308641975,100.0,True
19,11.833333333333334,11:50,220,95.23809523809523,140,70,10,100.0,86.41975308641975,100.0,True
19,12.0,12:00,220,95.23809523809523,140,70,10,100.0,86.41975308641975,100.0,True
19,12.166666666666666,12:09,220,95.23809523809523,140,70,10,100.0,86.41975308641975,100.0,True
19,12.333333333333334,12:20,224,96.96969696969697,140,74,10,100.0,91.35802469135803,100.0,True
19,12.5,12:30,227,98.26839826839827,140,77,10,100.0,95.06172839506173,100.0,True
19,12.666666666666666,12:39,231,100.0,140,81,10,100.0,100.0,100.0,True
19,12.833333333333334,12:50,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.0,13:00,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.166666666666666,13:09,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.333333333333334,13:20,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.5,13:30,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.666666666666666,13:39,231,100.0,140,81,10,100.0,100.0,100.0,True
19,13.833333333333334,13:50,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.0,14:00,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.166666666666666,14:09,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.333333333333334,14:20,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.5,14:30,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.666666666666666,14:39,231,100.0,140,81,10,100.0,100.0,100.0,True
19,14.833333333333334,14:50,231,100.0,140,81,10,100.0,100.0,100.0,True
19,15.0,15:00,231,100.0,140,81,10,100.0,100.0,100.0,True
19,15.166666666666666,15:09,219,94.8051948051948,132,79,8,94.28571428571428,97.53086419753086,80.0,False
19,15.333333333333334,15:20,205,88.74458874458875,124,73,8,88.57142857142857,90.12345679012346,80.0,False
19,15.5,15:30,197,85.28138528138528,118,71,8,84.28571428571429,87.65432098765432,80.0,False
19,15.666666666666666,15:39,189,81.81818181818183,114,67,8,81.42857142857143,82.71604938271605,80.0,False
19,15.833333333333334,15:50,175,75.75757575757575,107,60,8,76.42857142857142,74.07407407407408,80.0,False
19,16.0,16:00,166,71.86147186147186,101,57,8,72.14285714285714,70.37037037037037,80.0,False
19,16.166666666666668,16:10,152,65.80086580086581,90,54,8,64.28571428571429,66.66666666666666,80.0,False
19,16.333333333333332,16:19,139,60.17316017316018,84,50,5,60.0,61.72839506172839,50.0,False
19,16.5,16:30,130,56.27705627705628,79,47,4,56.42857142857143,58.0246913580247,40.0,False
19,16.666666666666668,16:40,122,52.81385281385281,75,43,4,53.57142857142857,53.086419753086425,40.0,False
19,16.833333333333332,16:49,106,45.887445887445885,66,37,3,47.14285714285714,45.67901234567901,30.0,False
19,17.0,17:00,93,40.25974025974026,58,33,2,41.42857142857143,40.74074074074074,20.0,False
