iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
10,231,140,81,10,702.7,35.44023137621988,643,764,"(np.float64(645.475), np.float64(755.45))",242.8,3.4871191548325386,235,247,"(np.float64(236.125), np.float64(246.775))",459.9,35.46956441796262,403,518,"(np.float64(404.125), np.float64(510.125))",231.0,0.0,231,231,100.0,0.0,0.5743589743589743,44.8
