iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
100,231,140,81,10,706.96,34.94221515588272,627,802,"(np.float64(649.325), np.float64(778.525))",243.49,3.2171260466447382,235,253,"(np.float64(237.475), np.float64(249.04999999999998))",463.47,34.30115304184394,390,560,"(np.float64(408.375), np.float64(534.05))",231.0,0.0,231,231,100.0,0.0,0.5782051282051283,45.1
