time_str,total_occupied_mean,total_occupied_std,total_occupied_min,total_occupied_max,utilization_percent_mean,utilization_percent_std,mc_occupied_mean,mc_occupied_std,car_occupied_mean,car_occupied_std,truck_occupied_mean,truck_occupied_std,is_full_mean
06:00,0.125,0.37082679583939515,0,2,0.05411255411255411,0.1605310804499548,0.099,0.33957961410295895,0.019,0.13659303663678343,0.007,0.08341437500789632,0.0
06:10,1.48,1.2062566290201506,0,7,0.6406926406926406,0.5221890168918398,1.135,1.0844127216843915,0.285,0.5138472915556128,0.06,0.24588708884457608,0.0
06:19,2.908,1.6746164755968274,0,9,1.258874458874459,0.7249421972280639,2.223,1.4944913865608282,0.566,0.7349722336144301,0.119,0.3419882394994833,0.0
06:30,4.208,2.007676957771536,0,11,1.8216450216450217,0.8691242241435215,3.208,1.7577900403136395,0.822,0.8803925778259895,0.178,0.4224860879301168,0.0
06:40,5.511,2.3352371040929305,0,14,2.3857142857142857,1.010925153286982,4.208,2.0622776217059124,1.056,0.9989303588648518,0.247,0.49622297129137144,0.0
06:49,6.846,2.629676633960762,1,16,2.9636363636363634,1.1383881532297666,5.237,2.332009706083845,1.303,1.1155426641036357,0.306,0.5501514942874067,0.0
07:00,10.323,3.675619836324368,1,23,4.468831168831168,1.5911774183222374,7.877,3.1780451492971244,1.997,1.3931733316181196,0.449,0.6751702413872036,0.0
07:10,32.765,8.051123871584362,13,57,14.183982683982684,3.48533500934388,24.806,6.61847173962148,6.584,2.7616246252107786,1.375,1.1907110450452683,0.0
07:19,55.251,10.594538368576677,27,91,23.918181818181814,4.586380246137085,41.898,8.764268846196376,11.068,3.591974147774211,2.285,1.5165998401276037,0.001
07:30,78.251,12.843868730408456,41,121,33.87489177489177,5.560116333510152,59.501,10.484365546895093,15.573,4.309436418169113,3.177,1.805250655706827,0.003
07:40,101.056,14.717046424315424,50,145,43.74718614718615,6.371015768101913,76.794,11.982618543004163,20.133,5.050823875549595,4.129,2.060729386796239,0.012
07:49,123.618,16.089218095946705,78,176,53.51428571428572,6.965029478764805,93.963,13.14756591500836,24.657,5.396524202991538,4.998,2.1979141991503726,0.04
08:00,145.874,17.194643927100657,97,197,63.14891774891775,7.44356879961068,110.768,13.981117539297347,29.233,5.867293765965376,5.873,2.283875453497209,0.115
08:09,164.545,15.957211774229473,108,200,71.23160173160174,6.907883884947826,124.638,12.631013359920841,33.285,6.213081150071793,6.622,2.2874326981024717,0.312
08:20,178.624,13.003450069643572,122,209,77.32640692640693,5.6291991643478765,134.041,8.80788839040879,37.33,6.7153701458814785,7.253,2.209949066126837,0.619
08:30,187.706,9.579735661036542,140,213,81.25800865800866,4.147071714734435,138.51,4.433007055211114,41.35,7.06508424687317,7.846,2.1144159370272337,0.88
08:39,193.53,8.352895957143893,157,219,83.77922077922078,3.6159722758198702,139.746,1.7879263633272755,45.441,7.471301047296872,8.343,1.9746519314173445,0.978
08:50,198.134,8.252038544513717,173,227,85.77229437229437,3.57231105823105,139.954,0.7059620261617324,49.434,7.845456978098547,8.746,1.7968619069680092,0.997
09:00,202.142,8.447674188745635,176,230,87.50735930735931,3.657001813309795,139.987,0.29140335604779,53.109,8.156079980029661,9.046,1.6026392146869657,0.998
09:09,202.679,8.478552048837402,176,230,87.73982683982685,3.6703688523105606,139.988,0.26819382529791286,53.612,8.197966983506502,9.079,1.5732877150204394,0.998
09:20,203.223,8.500678357197886,178,231,87.97532467532469,3.6799473407783063,139.998,0.06324555320336754,54.11,8.253849164240046,9.115,1.5531217554291057,0.999
09:30,203.795,8.505487541482754,179,231,88.22294372294371,3.682029238737123,140.0,0.0,54.646,8.268194908627098,9.149,1.526803893802386,1.0
09:39,204.318,8.538019312098896,180,231,88.44935064935065,3.6961122563198696,140.0,0.0,55.141,8.31458064193566,9.177,1.489929827505609,1.0
09:50,204.859,8.553846344615227,180,231,88.68354978354978,3.7029637855477144,140.0,0.0,55.651,8.341029419188722,9.208,1.4611197318737674,1.0
10:00,205.363,8.580259428004016,181,231,88.9017316017316,3.7143980207809615,140.0,0.0,56.123,8.362164599958353,9.24,1.44099843042124,1.0
10:09,205.711,8.616479717536778,182,231,89.05238095238094,3.7300777997994747,140.0,0.0,56.45,8.396666243456627,9.261,1.4314076735605157,1.0
10:20,206.058,8.597822896440627,182,231,89.2025974025974,3.7220012538703973,140.0,0.0,56.773,8.389985867858355,9.285,1.4063259767041039,1.0
10:30,206.407,8.6273856284962,182,231,89.35367965367965,3.734798973374979,140.0,0.0,57.104,8.428417539622853,9.303,1.388927687145779,1.0
10:39,206.755,8.641044071328574,182,231,89.50432900432901,3.740711719189862,140.0,0.0,57.442,8.441676249294208,9.313,1.3816439266105935,1.0
10:50,207.113,8.658013178102248,182,231,89.65930735930736,3.7480576528581158,140.0,0.0,57.781,8.467983570233573,9.332,1.3658849298684137,1.0
11:00,207.469,8.656556762072029,182,231,89.81341991341992,3.747427169728152,140.0,0.0,58.12,8.469316934046653,9.349,1.35093450027158,1.0
11:09,207.66,8.66287743451594,182,231,89.8961038961039,3.7501633915653394,140.0,0.0,58.3,8.483039665235683,9.36,1.339475342883994,1.0
11:20,207.866,8.698603894287269,182,231,89.98528138528138,3.765629391466353,140.0,0.0,58.496,8.516837471768522,9.37,1.3239534934629889,1.0
11:30,208.096,8.706238141848784,183,231,90.08484848484848,3.7689342605406,140.0,0.0,58.717,8.528871710411213,9.379,1.3172297043773693,1.0
11:39,208.291,8.711039042571294,183,231,90.16926406926407,3.77101257254168,140.0,0.0,58.904,8.535316961638605,9.387,1.3049651083204996,1.0
11:50,208.507,8.714119972027405,183,231,90.26277056277056,3.7723463082369744,140.0,0.0,59.109,8.54729051660087,9.398,1.292775025774891,1.0
12:00,209.053,8.693662678685591,183,231,90.4991341991342,3.763490337093331,140.0,0.0,59.631,8.544814383756558,9.422,1.2702478220920241,1.0
12:09,213.316,8.670716540478377,185,231,92.34458874458875,3.753556943930033,140.0,0.0,63.712,8.568574938487528,9.604,1.0393576209680022,1.0
12:20,217.374,8.38489298860936,193,231,94.1012987012987,3.629823804592797,140.0,0.0,67.652,8.316613617456458,9.722,0.8828904210010973,1.0
12:30,220.977,7.884963135211457,195,231,95.66103896103895,3.4134039546369945,140.0,0.0,71.169,7.821612149462322,9.808,0.7627042137799677,1.0
12:39,224.175,7.004815660846645,198,231,97.04545454545455,3.0323877319682464,140.0,0.0,74.31,6.965660085047244,9.865,0.6365376502455923,1.0
12:50,226.742,5.87366460873754,201,231,98.15670995670995,2.542711951834435,140.0,0.0,76.834,5.8385385613638405,9.908,0.5097016733303861,1.0
13:00,228.499,4.643873874747745,204,231,98.91731601731601,2.0103350107133076,140.0,0.0,78.556,4.621279067554808,9.943,0.39230715632639795,1.0
13:09,229.634,3.4667076689651872,208,231,99.40865800865801,1.5007392506342803,140.0,0.0,79.667,3.4522498503192116,9.967,0.279265087307721,1.0
13:20,230.239,2.590866957524367,212,231,99.67056277056277,1.1215874274997293,140.0,0.0,80.261,2.574783196408681,9.978,0.24408108401835565,1.0
13:30,230.611,1.7557795310806426,213,231,99.83160173160174,0.7600777190825317,140.0,0.0,80.628,1.7448956016508994,9.983,0.18640210767516988,1.0
13:39,230.814,1.1290166866254379,218,231,99.91948051948053,0.48875181239196613,140.0,0.0,80.82,1.1237717129661438,9.994,0.11822849900924047,1.0
13:50,230.943,0.491927833114772,222,231,99.97532467532469,0.21295577191115603,140.0,0.0,80.947,0.48417499463048114,9.996,0.08939794176597114,1.0
