iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
1000,231,140,81,10,551.533,33.817642008277275,437,685,"(np.float64(485.95), np.float64(614.05))",236.82,2.3789913829183993,231,246,"(np.float64(233.0), np.float64(242.0))",314.713,33.671599768944745,200,452,"(np.float64(250.0), np.float64(379.0))",230.994,0.10938007131100255,229,231,99.9974025974026,0.04735068022121312,0.5432948717948718,42.377
