time_str,total_occupied_mean,total_occupied_std,total_occupied_min,total_occupied_max,utilization_percent_mean,utilization_percent_std,mc_occupied_mean,mc_occupied_std,car_occupied_mean,car_occupied_std,truck_occupied_mean,truck_occupied_std,is_full_mean
08:20,189.14,8.17364575012184,162,207,81.87878787878788,3.538374783602526,139.27,3.1745674961920067,42.14,6.970384682803571,7.73,2.0590033874413485,0.98
08:30,194.55,8.07462042138793,171,212,84.22077922077922,3.4955066759255122,139.84,1.1696498655926102,46.5,7.447459060958069,8.21,1.9606997307959817,0.98
08:39,199.22,7.900364395124918,182,217,86.24242424242424,3.4200711667207435,140.0,0.0,50.57,7.653156739594985,8.65,1.7545035845739463,1.0
08:50,203.57,8.063203614274693,184,222,88.12554112554113,3.4905643351838522,140.0,0.0,54.61,7.893092492230731,8.96,1.5434449203720302,1.0
09:00,208.08,8.066240910377186,188,228,90.07792207792208,3.4918791819814614,140.0,0.0,58.79,7.925530922533863,9.29,1.3279816841867038,1.0
09:09,208.83,8.091715429119983,188,228,90.40259740259741,3.5029071121731556,140.0,0.0,59.5,7.9448859098927365,9.33,1.2637526289075356,1.0
09:20,209.61,8.222775711646301,188,229,90.74025974025973,3.5596431652148546,140.0,0.0,60.24,8.10177683466953,9.37,1.2280805422209973,1.0
09:30,210.34,8.15905025172055,189,230,91.05627705627705,3.532056386026209,140.0,0.0,60.91,8.070516236476594,9.43,1.1742609969205688,1.0
09:39,211.07,8.202309356996892,190,231,91.37229437229436,3.550783271427227,140.0,0.0,61.59,8.165083334454454,9.48,1.1234866364235143,1.0
09:50,211.64,8.203867035943125,191,231,91.61904761904762,3.5514575913173743,140.0,0.0,62.12,8.186315262421644,9.52,1.1053588475324119,1.0
10:00,212.23,8.164786425482147,192,231,91.87445887445887,3.534539578130798,140.0,0.0,62.7,8.148247627185823,9.53,1.0866964115653879,1.0
10:09,212.64,8.15446831714696,192,231,92.05194805194806,3.530072864565778,140.0,0.0,63.1,8.125903213200552,9.54,1.0676132163840892,1.0
10:20,213.09,8.080522785367815,192,231,92.24675324675326,3.498061811847539,140.0,0.0,63.54,8.0508735958631,9.55,1.0671873729054748,1.0
10:30,213.53,8.186531190271802,192,231,92.43722943722943,3.543952896221557,140.0,0.0,63.96,8.136363072061375,9.57,1.0469291313458644,1.0
10:39,213.99,8.28957602697935,193,231,92.63636363636364,3.588561050640413,140.0,0.0,64.4,8.235179525558733,9.59,1.0356767172367363,1.0
10:50,214.38,8.322756924738504,193,231,92.8051948051948,3.6029250756443787,140.0,0.0,64.78,8.279925827999408,9.6,0.9949366763261819,1.0
11:00,214.7,8.338180408533544,193,231,92.94372294372295,3.609601908456074,140.0,0.0,65.08,8.338398460669106,9.62,0.9616904308812085,1.0
11:09,214.94,8.3057969290287,193,231,93.04761904761905,3.595583086159607,140.0,0.0,65.3,8.288363511391719,9.64,0.9483638222717792,1.0
11:20,215.17,8.29634822915444,193,231,93.14718614718615,3.5914927398936976,140.0,0.0,65.52,8.270038413062867,9.65,0.9252354327740622,1.0
11:30,215.41,8.254897536210454,193,231,93.25108225108224,3.5735487169742215,140.0,0.0,65.76,8.23655316748506,9.65,0.9252354327740622,1.0
11:39,215.69,8.222530024268686,193,231,93.37229437229436,3.559536807042718,140.0,0.0,66.02,8.227792271111714,9.67,0.8534540634292149,1.0
11:50,215.91,8.189787925375493,193,231,93.46753246753248,3.545362738257789,140.0,0.0,66.24,8.197215590329652,9.67,0.8534540634292149,1.0
12:00,216.58,8.007799228555157,194,231,93.75757575757576,3.4665797526212776,140.0,0.0,66.9,8.033389915555794,9.68,0.8273115763993903,1.0
12:09,220.58,7.742288440960484,197,231,95.4891774891775,3.351640017731807,140.0,0.0,70.79,7.734606739462673,9.79,0.6860073327640607,1.0
12:20,224.06,6.941050483765538,199,231,96.99567099567099,3.00478375920586,140.0,0.0,74.15,6.960748537479299,9.91,0.5336173486192842,1.0
12:30,226.5,5.7708777757833625,202,231,98.05194805194806,2.4982154873521045,140.0,0.0,76.57,5.7826892489130834,9.93,0.43239992711573966,1.0
12:39,228.65,4.108072860388753,204,231,98.98268398268398,1.778386519648809,140.0,0.0,78.71,4.105416476369291,9.94,0.371184290855335,1.0
12:50,229.71,3.0026755745602336,208,231,99.44155844155844,1.2998595560866815,140.0,0.0,79.76,3.0054495957721987,9.95,0.32952368440805374,1.0
13:00,230.69,1.6799170253679796,215,231,99.86580086580086,0.7272368075186062,140.0,0.0,80.7,1.6787441193290351,9.99,0.1,1.0
13:09,230.85,1.122542208605545,220,231,99.93506493506493,0.48594900805434815,140.0,0.0,80.86,1.1193432417847946,9.99,0.1,1.0
13:20,230.93,0.7000000000000035,224,231,99.96969696969695,0.3030303030303014,140.0,0.0,80.93,0.7000000000000022,10.0,0.0,1.0
13:30,230.95,0.49999999999999895,226,231,99.97835497835499,0.21645021645022006,140.0,0.0,80.95,0.5000000000000033,10.0,0.0,1.0
13:39,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
13:50,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:00,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:09,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:20,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:30,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:39,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
14:50,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
15:00,231.0,0.0,231,231,100.0,0.0,140.0,0.0,81.0,0.0,10.0,0.0,1.0
15:09,220.12,3.438580867718304,212,228,95.29004329004329,1.4885631461984021,133.45,2.4427795064581073,77.37,1.9779338265529047,9.3,0.8102873913406623,0.48
15:20,209.98,4.501357819838614,200,221,90.9004329004329,1.948639748847884,127.38,3.3447682651380677,73.78,2.747193241668798,8.82,1.0481344658896865,0.27
15:30,200.5,5.0582465920374595,189,219,86.7965367965368,2.189717139410156,121.83,3.8692128502846783,70.29,3.3160003899062738,8.38,1.0710138687574065,0.1
15:39,190.39,5.120556709001574,180,209,82.41991341991343,2.2166912160179946,115.66,4.367510906128513,66.68,3.5953954840696825,8.05,1.0952145677879517,0.08
15:50,179.97,5.98728450614933,167,199,77.9090909090909,2.5918980546100983,109.47,4.791522395720056,62.95,4.078460295729062,7.55,1.2091820425896227,0.04
16:00,169.32,6.758279620905264,149,189,73.2987012987013,2.9256621735520634,102.97,5.400065469113043,59.23,4.089540736359455,7.12,1.3653726320101864,0.01
16:10,157.97,6.829015635174264,136,181,68.38528138528139,2.9562838247507646,96.02,5.572261749963026,55.29,4.238579426595137,6.66,1.3425439443177427,0.0
16:19,147.09,6.527478824016196,129,164,63.675324675324674,2.825748408665018,89.28,5.8414748379864045,51.58,4.3835781703715035,6.23,1.5364592642524149,0.0
16:30,135.88,6.179601503938158,120,151,58.82251082251082,2.6751521662069937,82.56,5.746004320966497,47.5,4.176654695380555,5.82,1.5594611864099703,0.0
16:40,125.47,6.1945805574573205,110,139,54.316017316017316,2.6816366049598805,76.32,5.70287894688536,43.88,4.212247654522501,5.27,1.489729146285636,0.0
16:49,114.74,6.929107103554198,100,131,49.67099567099567,2.9996134647420782,70.14,5.984863060971893,39.78,4.179265799905841,4.82,1.5978520936342364,0.0
17:00,103.2,6.977597630049235,88,121,44.675324675324674,3.020605034653348,63.18,5.589275444992849,35.67,4.535059831663487,4.35,1.5851265762160014,0.0
17:10,91.78,7.724524763911552,74,110,39.73160173160173,3.343950114247425,56.31,5.957246669291767,31.6,4.805300104146367,3.87,1.5612414122981584,0.0
17:19,80.27,7.646026234045838,64,101,34.74891774891775,3.3099680666865106,49.43,5.843506281041002,27.59,4.805499795320804,3.25,1.4240006242195888,0.0
17:30,68.47,7.313271456327832,54,86,29.64069264069264,3.1659183793626977,41.94,5.908083830266335,23.72,4.703491073960733,2.81,1.3157553424600341,0.0
17:40,56.74,6.458288856151832,40,72,24.56277056277056,2.7957960416241696,34.69,5.421049508884583,19.8,4.165757476562378,2.25,1.290016051892927,0.0
17:49,45.58,6.296030495478877,31,61,19.73160173160173,2.7255543270471323,28.14,4.958453652729108,15.68,3.800265806758811,1.76,1.1381359915904317,0.0
18:00,33.67,5.503084534507841,20,46,14.575757575757574,2.382287677276123,20.9,4.038951759198333,11.46,3.4448614931620565,1.31,1.0119987224010778,0.0
18:10,22.26,5.002262114546404,10,37,9.636363636363637,2.165481434868573,14.01,3.7429934544425802,7.45,2.8190370158920746,0.8,0.7784989441615228,0.0
18:19,10.94,3.5012840357488706,3,23,4.735930735930736,1.515707374783061,6.98,2.7228179104995935,3.63,2.058021998292182,0.33,0.5328596381218921,0.0
18:30,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:40,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
