time_str,total_occupied_mean,total_occupied_std,total_occupied_min,total_occupied_max,utilization_percent_mean,utilization_percent_std,mc_occupied_mean,mc_occupied_std,car_occupied_mean,car_occupied_std,truck_occupied_mean,truck_occupied_std,is_full_mean
06:00,0.29,0.5737524894864676,0,2,0.12554112554112554,0.2483777010763929,0.23,0.5096047190685834,0.06,0.2777979790634143,0.0,0.0,0.0
06:10,2.71,1.5589105234752956,0,6,1.173160173160173,0.674853040465496,2.1,1.4177803109441924,0.45,0.6723244767373876,0.16,0.3684529491774707,0.0
06:19,5.1,2.1579077034399905,1,12,2.207792207792208,0.9341591789783509,3.95,1.945598503122763,0.91,0.9544684913657971,0.24,0.4521553322083513,0.0
06:30,7.44,2.5199005912731933,3,14,3.220779220779221,1.090866056828222,5.87,2.3512515472368833,1.25,1.0576799462440747,0.32,0.48989794855663554,0.0
06:40,9.87,3.161175462233994,4,18,4.2727272727272725,1.3684742260753218,7.82,2.8118795611950858,1.68,1.2782563881864204,0.37,0.5800557270337449,0.0
06:49,12.29,3.7933887198385023,4,21,5.320346320346321,1.6421596189777063,9.66,3.2542745781975797,2.13,1.4815702835338271,0.5,0.7316785737969477,0.0
07:00,17.71,5.257596716402204,5,32,7.666666666666666,2.276015894546408,13.88,4.374582231135871,3.15,1.7887132105217285,0.68,0.8862587350511957,0.0
07:10,50.39,10.518761497169875,30,84,21.813852813852815,4.553576405701245,38.88,8.486804969236573,9.63,3.264919136777659,1.88,1.4514360704718159,0.0
07:19,83.13,13.021082361254997,50,116,35.98701298701299,5.636832191019477,63.7,10.54427893133609,16.2,4.0750534482458765,3.23,1.7572648627852887,0.01
07:30,116.06,16.057862544403275,82,155,50.24242424242424,6.951455646927823,88.37,12.553445339785803,23.27,5.4751135775314,4.42,2.0259927109065483,0.03
07:40,148.12,17.314838617891773,111,189,64.12121212121212,7.495601133286486,112.75,13.91051851127503,29.8,6.159496240715951,5.57,2.1846803617070125,0.06
07:49,174.95,13.594692220335714,133,200,75.73593073593074,5.885148147331478,132.07,9.52853767915257,36.3,6.840904896136169,6.58,2.080112662061526,0.5
08:00,189.99,8.456059927350887,167,212,82.24675324675326,3.6606320031821986,139.66,2.0311712300189178,42.63,7.533970206385678,7.7,1.9306145983268455,0.97
08:09,195.5,8.40814900539766,175,220,84.63203463203463,3.639891344327992,140.0,0.0,47.13,7.928538148468303,8.37,1.7035613320691487,1.0
