iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
100,231,140,81,10,607.14,37.05509951410197,504,715,"(np.float64(554.375), np.float64(706.0999999999999))",238.79,2.574082360764705,235,246,"(np.float64(235.0), np.float64(244.52499999999998))",368.35,37.05168687118037,267,478,"(np.float64(314.475), np.float64(464.04999999999995))",231.0,0.0,231,231,100.0,0.0,0.553076923076923,43.14
