iterations,total_capacity,mc_capacity,car_capacity,truck_capacity,arrivals_mean,arrivals_std,arrivals_min,arrivals_max,arrivals_ci_95,parked_mean,parked_std,parked_min,parked_max,parked_ci_95,rejected_mean,rejected_std,rejected_min,rejected_max,rejected_ci_95,peak_occupancy_mean,peak_occupancy_std,peak_occupancy_min,peak_occupancy_max,peak_utilization_mean,peak_utilization_std,probability_full,times_full_mean
1000,231,140,81,10,704.801,39.12911191172118,574,836,"(np.float64(629.975), np.float64(782.025))",243.385,3.6139694243310916,235,260,"(np.float64(237.0), np.float64(251.0))",461.416,38.97207903101912,329,591,"(np.float64(387.95), np.float64(539.0))",231.0,0.0,231,231,100.0,0.0,0.5799102564102564,45.233
