time_str,total_occupied_mean,total_occupied_std,total_occupied_min,total_occupied_max,utilization_percent_mean,utilization_percent_std,mc_occupied_mean,mc_occupied_std,car_occupied_mean,car_occupied_std,truck_occupied_mean,truck_occupied_std,is_full_mean
06:00,0.175,0.4153884297227688,0,2,0.07575757575757575,0.17982183104881758,0.125,0.3570749256143626,0.042,0.20561682391837072,0.008,0.08912880535463233,0.0
06:10,1.891,1.3292425985823224,0,9,0.8186147186147187,0.5754296963559838,1.435,1.15286777390302,0.386,0.6207973819124798,0.07,0.2591662924980159,0.0
06:19,3.607,1.9230832663328046,0,12,1.5614718614718615,0.8325035784990498,2.728,1.6518912629906195,0.74,0.8804403302752408,0.139,0.3685306158446199,0.0
06:30,5.248,2.3302201453780986,0,15,2.2718614718614716,1.008753309687489,3.965,1.9899082226913727,1.074,1.0637930511408948,0.209,0.45992448350846765,0.0
06:40,6.964,2.715893974381194,0,18,3.014718614718615,1.175711677221296,5.299,2.3097475909574916,1.395,1.2371360092995045,0.27,0.5266662865395674,0.0
06:49,8.575,3.0724281626776584,0,21,3.712121212121212,1.3300554816786396,6.503,2.621232889665064,1.73,1.3758608189032038,0.342,0.6011633699730857,0.0
07:00,12.734,4.185542110977118,1,28,5.512554112554112,1.811922991764985,9.681,3.5656630453469615,2.548,1.6919097371191398,0.505,0.7500250246075378,0.0
07:10,39.209,8.400111956449205,16,68,16.973593073593076,3.636412102358964,29.759,7.008426145507783,7.862,2.97822528124147,1.588,1.3491019516982683,0.0
07:19,65.067,11.123139630303815,32,102,28.167532467532467,4.815211961170478,49.408,9.1627229299751,12.978,3.9136725505377714,2.681,1.7344299487864145,0.002
07:30,91.186,13.27273783247335,54,138,39.474458874458875,5.74577395345167,69.305,10.872542811467204,18.183,4.696122290205459,3.698,2.040333050989217,0.006
07:40,117.011,15.373849037707965,72,182,50.65411255411255,6.655345903769682,88.865,12.668593776274784,23.397,5.243747504208026,4.749,2.260776439657426,0.025
