time_str,total_occupied_mean,total_occupied_std,total_occupied_min,total_occupied_max,utilization_percent_mean,utilization_percent_std,mc_occupied_mean,mc_occupied_std,car_occupied_mean,car_occupied_std,truck_occupied_mean,truck_occupied_std,is_full_mean
06:00,0.246,0.4957113371002624,0,3,0.10649350649350649,0.2145936524243559,0.178,0.41531733468335796,0.062,0.2494357997926887,0.006,0.08928590018570667,0.0
06:10,2.742,1.7170860154297407,0,9,1.187012987012987,0.7433272794068146,2.075,1.4681725138860653,0.569,0.7693054210330456,0.098,0.31383832540735745,0.0
06:19,5.334,2.325048354303593,0,13,2.309090909090909,1.0065144390924656,4.042,1.980949307821924,1.099,1.0725434020818692,0.193,0.44939175888410904,0.0
06:30,7.859,2.796952259503537,0,18,3.4021645021645024,1.2108018439409247,5.97,2.403096934140376,1.592,1.2613988770912739,0.297,0.5754321177359863,0.0
06:40,10.389,3.1707621690585284,1,21,4.497402597402597,1.372624315609751,7.917,2.745477854335863,2.065,1.4116542663725307,0.407,0.6494403535142956,0.0
06:49,12.876,3.55461098564375,4,24,5.574025974025974,1.538792634477816,9.835,3.0582884311536325,2.52,1.5511305573696896,0.521,0.7416934064080044,0.0
07:00,18.506,4.560346561475431,5,36,8.011255411255412,1.9741760006387135,14.134,3.901700560943559,3.609,1.90045540087915,0.763,0.8953393952198416,0.0
07:10,51.128,9.099143388825697,27,78,22.133333333333333,3.939023112045754,38.826,7.417192106096399,10.212,3.4555747708589664,2.09,1.489334790474633,0.0
07:19,83.54,12.126147098045756,49,121,36.16450216450216,5.249414328158335,63.472,9.849275314672866,16.692,4.383874354307431,3.376,1.9288194172457769,0.005
07:30,116.325,14.163544082643352,71,165,50.357142857142854,6.131404364780668,88.558,11.622207695257899,23.151,5.077004527767823,4.616,2.1971279824742513,0.027
07:40,148.831,16.26730045410314,93,193,64.42900432900433,7.042121408702655,113.269,13.177187760568543,29.746,5.9439729823422685,5.816,2.324122532386267,0.108
07:49,176.423,12.89908746607516,129,204,76.37359307359307,5.584020548084485,133.21,9.038893826215773,36.29,6.50447601334713,6.923,2.3143956937886454,0.545
08:00,189.872,8.156478660803582,157,215,82.195670995671,3.530943143205011,139.465,2.395937293736106,42.572,7.0202635349465385,7.835,2.1161883784893187,0.96
08:09,195.379,7.825381498406038,174,220,84.57965367965369,3.3876110382710154,139.986,0.23207295804952646,47.054,7.464100535014038,8.339,1.9208770832015176,0.995
08:20,200.482,8.128083522069748,178,228,86.78874458874459,3.5186508753548695,140.0,0.0,51.68,7.863169172123249,8.802,1.6951901573775334,1.0
08:30,205.421,8.305705493439056,182,231,88.92683982683982,3.595543503653273,140.0,0.0,56.245,8.103742693696883,9.176,1.4286584844059358,1.0
08:39,210.175,8.47054455894809,185,231,90.98484848484848,3.6669024064710354,140.0,0.0,60.736,8.34121573152738,9.439,1.212331946600744,1.0
08:50,214.79,8.447440988800057,186,231,92.98268398268398,3.6569008609524056,140.0,0.0,65.152,8.34089122734894,9.638,0.9715451095548265,1.0
09:00,218.762,8.24070781336562,189,231,94.7021645021645,3.5674059798119586,140.0,0.0,68.992,8.173049292322586,9.77,0.7821200110671713,1.0
09:09,219.528,8.160993678334634,192,231,95.03376623376623,3.532897696248759,140.0,0.0,69.731,8.094576033441232,9.797,0.7282316398793178,1.0
09:20,220.236,8.050783758064753,193,231,95.34025974025974,3.485187774054007,140.0,0.0,70.424,7.989621897064844,9.812,0.7093371265901415,1.0
09:30,220.925,7.936646985053914,193,231,95.63852813852814,3.435777915607752,140.0,0.0,71.095,7.878962688898395,9.83,0.6910698789395888,1.0
